P740,[0-1],[0-2],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],aabab,Group: 1
P465,[0-1],[0-2],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],aabab,Group: 1
P691,[0-1],[0-2],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],abbab,Group: 1
P650,[0-1],[0-2],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],abbab,Group: 1
P248,[0-1],[0-2],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],abbab,Group: 1
P386,[0-1],[0-2],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-0],[0-1],[0-2],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],abbab,Group: 1
P273,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],aaaab,Group: 2
P468,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],aaaab,Group: 2
P423,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],abbab,Group: 2
P243,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],abbab,Group: 2
P472,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],aabaa,Group: 2
P215,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],aabaa,Group: 2
P579,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],aabba,Group: 2
P711,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],aabba,Group: 2
P229,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],baabb,Group: 2
P275,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-2],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-0],[0-0],[0-1],baabb,Group: 2
P759,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aaaab,Group: 3
P775,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aaaab,Group: 3
P671,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aaaab,Group: 3
P657,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aaaab,Group: 3
P379,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],baabb,Group: 3
P355,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],baabb,Group: 3
P776,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aabba,Group: 3
P383,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aabba,Group: 3
P655,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aabaa,Group: 3
P643,[0-1],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-1],[0-2],[0-1],[0-0],[0-1],[0-2],[0-0],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-2],[0-1],[0-2],[0-1],[0-1],[0-1],[0-0],[0-2],[0-2],[0-1],[0-1],aabaa,Group: 3
P715,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],bbaaa,Group: 4
P763,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],bbaaa,Group: 4
P381,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],bbaaa,Group: 4
P780,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],abbaa,Group: 4
P669,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],abbaa,Group: 4
P227,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],bbaab,Group: 4
P441,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],bbaab,Group: 4
P217,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],aaaab,Group: 4
P724,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],aaaab,Group: 4
P251,[0-1],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-0],[0-2],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-3],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-0],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-0],aaaab,Group: 4
P239,[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-2],[0-0],[0-0],[0-1],[0-0],[0-1],[0-0],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-1],[0-1],[0-2],[0-1],[0-0],[0-1],[0-0],[0-0],[0-0],[0-1],[0-1],[0-0],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-1],[0-3],[0-1],[0-1],[0-1],[0-2],[0-2],abbaa,Group: 5
